Longitude,Latitude,Pixel,Scan
136.955211,33.5391264,100,7350
136.853263,33.5372868,150,7350
136.751318,33.5353732,200,7350
136.651396,33.5334258,249,7350
137.156122,33.6815897,0,7400
137.053935,33.679895,50,7400
136.951786,33.6781264,100,7400
136.849659,33.6762837,150,7400
136.747534,33.6743665,200,7400
136.647437,33.6724151,249,7400
137.153043,33.820596,0,7450
137.050675,33.8188991,50,7450
136.948346,33.8171279,100,7450
136.846038,33.815282,150,7450
136.743733,33.8133612,200,7450
136.643459,33.8114058,249,7450
137.149964,33.95959,0,7500
137.047414,33.9578909,50,7500
136.944904,33.9561169,100,7500
136.842414,33.9542679,150,7500
136.739927,33.9523435,200,7500
136.639475,33.9503841,249,7500
137.146876,34.098588,0,7550
137.044142,34.0968866,50,7550
136.941448,34.09511,100,7550
136.838776,34.0932578,150,7550
136.736106,34.0913298,200,7550
136.635474,34.0893664,249,7550
137.143772,34.2375812,0,7600
137.040854,34.2358777,50,7600
136.937976,34.2340985,100,7600
136.835119,34.2322433,150,7600
136.732265,34.2303117,200,7600
136.631453,34.2283444,249,7600
137.140662,34.3765731,0,7650
137.037559,34.3748675,50,7650
136.934495,34.3730856,100,7650
136.831453,34.3712273,150,7650
136.728413,34.3692921,200,7650
136.627419,34.3673209,249,7650
137.13755,34.5155585,0,7700
137.03426,34.5138505,50,7700
136.931009,34.5120657,100,7700
136.82778,34.510204,150,7700
136.724554,34.508265,200,7700
136.623377,34.5062896,249,7700
137.134424,34.6545554,0,7750
137.030946,34.6528451,50,7750
136.927507,34.6510576,100,7750
136.82409,34.6491927,150,7750
136.720676,34.6472501,200,7750
136.619315,34.6452706,249,7750
137.13129,34.793549,0,7800
137.027622,34.7918364,50,7800
136.923994,34.7900462,100,7800
136.820388,34.7881781,150,7800
136.716784,34.7862318,200,7800
136.615237,34.7842482,249,7800
137.12815,34.9325274,0,7850
137.024291,34.9308125,50,7850
136.920473,34.9290195,100,7850
136.816676,34.9271481,150,7850
136.712882,34.9251981,200,7850
136.611148,34.9232103,249,7850
137.125,35.071507,0,7900
137.02095,35.0697898,50,7900
136.916939,35.0679941,100,7900
136.81295,35.0661194,150,7900
136.708964,35.0641656,200,7900
136.607043,35.0621738,249,7900
137.121841,35.2104988,0,7950
137.017597,35.2087793,50,7950
136.913393,35.2069807,100,7950
136.809211,35.2051028,150,7950
136.705032,35.2031452,200,7950
136.602921,35.2011492,249,7950
137.118678,35.3494859,0,8000
137.01424,35.3477641,50,8000
136.909841,35.3459627,100,8000
136.805465,35.3440815,150,8000
136.701091,35.3421202,200,8000
136.59879,35.3401199,249,8000
137.115506,35.4884575,0,8050
137.010871,35.4867334,50,8050
136.906277,35.4849293,100,8050
136.801705,35.4830448,150,8050
136.697136,35.4810797,200,8050
136.594643,35.4790753,249,8050
137.11232,35.6274355,0,8100
137.007488,35.625709,50,8100
136.902697,35.6239019,100,8100
136.797928,35.622014,150,8100
136.693161,35.620045,200,8100
136.590475,35.6180363,249,8100
137.109132,35.7664198,0,8150
137.004102,35.7646908,50,8150
136.899112,35.7628808,100,8150
136.794144,35.7609894,150,8150
136.689179,35.7590165,200,8150
136.586298,35.7570035,249,8150
137.105929,35.9053992,0,8200
137.000698,35.9036678,50,8200
136.895508,35.9018549,100,8200
136.790341,35.8999602,150,8200
136.685176,35.8979834,200,8200
136.582099,35.8959662,249,8200
137.102723,36.0443641,0,8250
136.997291,36.0426304,50,8250
136.8919,36.0408146,100,8250
136.786531,36.0389166,150,8250
136.681165,36.036936,200,8250
136.577892,36.0349145,249,8250
137.099508,36.1833363,0,8300
136.993874,36.1816001,50,8300
136.88828,36.1797813,100,8300
136.782709,36.1778798,150,8300
136.677141,36.1758952,200,8300
136.573669,36.1738693,249,8300
137.096276,36.3223117,0,8350
136.990438,36.3205729,50,8350
136.88464,36.3187511,100,8350
136.778865,36.3168461,150,8350
136.673093,36.3148574,200,8350
136.569421,36.3128271,249,8350
137.093038,36.461276,0,8400
136.986994,36.4595347,50,8400
136.880991,36.4577099,100,8400
136.775011,36.4558013,150,8400
136.669033,36.4538086,200,8400
136.56516,36.4517739,249,8400
137.089793,36.6002385,0,8450
136.983542,36.5984947,50,8450
136.877333,36.5966669,100,8450
136.771145,36.5947549,150,8450
136.664961,36.5927583,200,8450
136.560886,36.5907192,249,8450
137.086536,36.7392058,0,8500
136.980077,36.7374594,50,8500
136.873659,36.7356286,100,8500
136.767264,36.733713,150,8500
136.660872,36.7317123,200,8500
136.556592,36.7296687,249,8500
137.083274,36.8781787,0,8550
136.976605,36.8764298,50,8550
136.869978,36.874596,100,8550
136.763373,36.8726768,150,8550
136.656771,36.8706721,200,8550
136.552286,36.868624,249,8550
137.080002,37.0171304,0,8600
136.973121,37.015379,50,8600
136.866283,37.0135421,100,8600
136.759467,37.0116195,150,8600
136.652655,37.0096107,200,8600
136.547964,37.0075582,249,8600
137.076723,37.1560896,0,8650
136.969631,37.1543356,50,8650
136.86258,37.1524955,100,8650
136.755552,37.1505692,150,8650
136.648527,37.1485562,200,8650
136.543628,37.1464991,249,8650
137.073426,37.2950592,0,8700
136.966119,37.2933026,50,8700
136.858855,37.2914594,100,8700
136.751613,37.2895294,150,8700
136.644374,37.2875123,200,8700
136.539265,37.2854506,249,8700
137.070125,37.4340103,0,8750
136.962602,37.4322511,50,8750
136.855122,37.4304049,100,8750
136.747665,37.4284713,150,8750
136.640211,37.4264501,200,8750
136.534892,37.4243839,249,8750
137.066811,37.5729587,0,8800
136.959072,37.5711967,50,8800
136.851375,37.5693472,100,8800
136.743702,37.5674099,150,8800
136.636031,37.5653843,200,8800
136.530499,37.5633135,249,8800
137.063492,37.7119236,0,8850
136.955535,37.710159,50,8850
136.84762,37.7083063,100,8850
136.739727,37.7063652,150,8850
136.631839,37.7043354,200,8850
136.526093,37.7022599,249,8850
137.060153,37.8508691,0,8900
136.951975,37.8491018,50,8900
136.84384,37.8472459,100,8900
136.735729,37.8453011,150,8900
136.62762,37.8432672,200,8900
136.521659,37.841187,249,8900
137.056806,37.989814,0,8950
136.948408,37.9880438,50,8950
136.840051,37.9861845,100,8950
136.731718,37.9842358,150,8950
136.623389,37.9821974,200,8950
136.517211,37.9801124,249,8950
137.053454,38.1287689,0,9000
136.944832,38.1269961,50,9000
136.836253,38.1251337,100,9000
136.727697,38.1231813,150,9000
136.619145,38.1211387,200,9000
136.512749,38.1190491,249,9000
137.050091,38.2677149,0,9050
136.941245,38.2659393,50,9050
136.832442,38.2640736,100,9050
136.723662,38.2621174,150,9050
136.614886,38.2600705,200,9050
136.50827,38.257976,249,9050
137.046718,38.4066619,0,9100
136.937645,38.4048834,50,9100
136.828616,38.4030143,100,9100
136.71961,38.4010541,150,9100
136.610609,38.3990027,200,9100
136.503771,38.3969033,249,9100
137.043336,38.54559,0,9150
136.934037,38.5438088,50,9150
136.82478,38.5419363,100,9150
136.715547,38.5399724,150,9150
136.606318,38.5379166,200,9150
136.499258,38.5358125,249,9150
137.039939,38.684541,0,9200
136.930411,38.6827569,50,9200
136.820925,38.680881,100,9200
136.711463,38.678913,150,9200
136.602005,38.6768526,200,9200
136.494721,38.6747435,249,9200
137.036538,38.8234859,0,9250
136.926778,38.821699,50,9250
136.817062,38.8198197,100,9250
136.70737,38.8178478,150,9250
136.597681,38.815783,200,9250
136.490171,38.813669,249,9250
137.033122,38.9624121,0,9300
136.92313,38.9606222,50,9300
136.813182,38.9587395,100,9300
136.703258,38.9567636,150,9300
136.593337,38.9546943,200,9300
136.4856,38.9525754,249,9300
137.030449,39.0707882,0,9339
136.920276,39.0689961,50,9339
136.810145,39.0671108,100,9339
136.700039,39.0651318,150,9339
136.589936,39.0630591,200,9339
136.482021,39.0609363,249,9339
